algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.545698,0.719888,1.31921,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.660415,0.717359,1.08623,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.492812,0.805618,1.63474,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.501657,0.80557,1.60582,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.547416,0.807428,1.47498,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,2.24005,0.808486,0.360924,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,1.56624,0.805633,0.514373,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,2.03209,0.805615,0.396447,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.612317,0.806872,1.31774,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.608677,0.805623,1.32356,0
2,sm_86,768,6912,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.74417,0.805522,1.08244,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.552398,0.893947,1.6183,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.560241,0.893973,1.59569,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.610112,0.893925,1.46518,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,2.53079,0.893912,0.353214,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,1.74027,0.897338,0.515631,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,2.25688,0.89553,0.396799,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.681415,0.893935,1.31188,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.678212,0.893895,1.31802,0
2,sm_86,768,7680,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.82848,0.896152,1.08168,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.601882,0.985088,1.63668,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.614744,0.98178,1.59706,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.668948,0.981767,1.46763,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,2.83501,0.985011,0.347445,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,1.94194,0.984954,0.507202,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,2.48274,0.981812,0.395455,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.744292,0.981812,1.31912,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.743716,0.984883,1.32427,0
2,sm_86,768,8448,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.910161,0.984693,1.08189,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.655132,1.07098,1.63476,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.665581,1.06989,1.60746,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.728688,1.0699,1.46826,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,3.09202,1.0706,0.346247,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,2.11609,1.07286,0.507004,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,2.70404,1.07209,0.396477,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.810812,1.06993,1.31958,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.808667,1.07217,1.32585,0
2,sm_86,768,9216,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.987498,1.06985,1.0834,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.706272,1.2397,1.75527,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.720494,1.24147,1.72308,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.789725,1.24128,1.57179,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,3.38521,1.24017,0.36635,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,2.30024,1.2397,0.538944,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,2.92874,1.23972,0.423296,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.87848,1.23992,1.41143,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.878017,1.2397,1.41193,0
2,sm_86,768,9984,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,1.07386,1.23973,1.15447,0
2,sm_86,768,10752,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.754119,1.33397,1.76891,0
